Date,Open,High,Low,Close,Volume,Adj Close
2015-07-09,49.130001,49.91,48.459999,48.540001,602300,48.540001
2015-07-08,49.860001,49.91,48.27,48.639999,608100,48.639999
2015-07-07,50.009998,50.099998,48.700001,49.990002,497800,49.990002
2015-07-06,49.240002,50.52,49.240002,50.060001,722600,50.060001
2015-07-03,49.91,50.099998,49.459999,49.889999,96300,49.889999
2015-07-02,49.25,50.18,48.349998,50.009998,588100,50.009998
2015-06-30,49.400002,49.57,48.610001,48.849998,1177500,48.849998
2015-06-29,50.75,50.900002,49.150002,49.310001,555100,49.310001
2015-06-26,51.139999,51.310001,50.880001,51.220001,446500,51.220001
2015-06-25,50.700001,51.32,50.619999,51.049999,519200,51.049999
2015-06-24,50.509998,50.919998,50.349998,50.50,444300,50.50
2015-06-23,51.349998,51.509998,50.419998,50.529999,502000,50.529999
2015-06-22,49.799999,51.490002,49.799999,51.029999,474200,51.029999
2015-06-19,50.279999,50.810001,49.650002,49.669998,1998200,49.669998
2015-06-18,51.009998,51.25,50.509998,50.790001,454200,50.790001
2015-06-17,51.330002,51.790001,50.93,51.389999,397900,51.389999
2015-06-16,51.869999,52.00,51.369999,51.59,411600,51.59
2015-06-15,52.349998,52.66,51.650002,52.02,361900,52.02
2015-06-12,52.029999,52.790001,52.02,52.66,536500,52.66
2015-06-11,52.639999,52.91,51.919998,52.41,344200,52.41
2015-06-10,51.400002,52.790001,51.220001,52.639999,679500,52.639999
2015-06-09,50.959999,51.799999,50.529999,51.799999,594300,51.799999
2015-06-08,52.50,52.59,50.619999,51.139999,548500,51.139999
2015-06-05,53.00,53.00,52.32,52.700001,357800,52.700001
2015-06-04,53.27,53.869999,52.889999,53.25,427000,53.25
2015-06-03,52.599998,53.689999,52.23,53.57,469400,53.57
2015-06-02,52.669998,52.720001,52.049999,52.68,582600,52.68
2015-06-01,52.740002,53.00,52.27,52.869999,684200,52.869999
2015-05-29,52.650002,52.990002,51.91,52.68,546400,52.68
2015-05-28,52.66,53.16,52.459999,52.650002,711800,52.650002
2015-05-27,52.950001,53.02,52.720001,52.77,442600,52.77
2015-05-26,53.150002,53.41,52.740002,52.880001,826600,52.880001
2015-05-25,53.23,53.560001,52.900002,53.150002,74900,53.150002
2015-05-22,53.34,53.52,52.98,53.279999,236900,53.279999
2015-05-21,53.09,53.330002,52.57,53.110001,594200,53.110001
2015-05-20,55.139999,55.139999,52.860001,52.950001,968100,52.950001
2015-05-19,53.669998,55.349998,53.59,55.16,1183500,55.16
2015-05-18,53.209999,53.209999,53.209999,53.209999,000,53.209999
2015-05-15,51.950001,53.240002,51.82,53.209999,543300,53.209999
2015-05-14,51.349998,52.259998,51.240002,51.950001,660400,51.950001
2015-05-13,51.59,52.09,51.09,51.299999,396000,51.299999
2015-05-12,52.150002,52.200001,51.580002,51.73,531400,51.73
2015-05-11,52.560001,52.790001,52.110001,52.290001,619400,52.290001
2015-05-08,52.419998,52.740002,51.950001,52.509998,702600,52.509998
2015-05-07,51.209999,52.16,51.09,51.900002,682700,51.900002
2015-05-06,51.48,51.48,50.790001,51.189999,1019700,51.189999
2015-05-05,51.549999,51.560001,50.919998,51.290001,993500,51.290001
2015-05-04,51.639999,52.360001,50.889999,51.419998,1030700,51.419998
2015-05-01,50.790001,51.799999,50.560001,51.639999,637700,51.639999
2015-04-30,51.119999,51.439999,50.220001,50.779999,991100,50.779999
2015-04-29,52.450001,52.450001,51.080002,51.619999,1188300,51.619999
2015-04-28,53.779999,54.080002,52.759998,53.689999,814000,53.689999
2015-04-27,55.560001,55.650002,53.790001,54.189999,963500,54.189999
2015-04-24,55.959999,56.060001,55.110001,55.52,424400,55.52
2015-04-23,55.720001,55.91,55.50,55.849998,380000,55.849998
2015-04-22,55.830002,56.189999,55.279999,55.959999,457400,55.959999
2015-04-21,55.189999,55.799999,55.189999,55.779999,533000,55.779999
2015-04-20,55.369999,55.98,54.669998,55.139999,792100,55.139999
2015-04-17,55.810001,55.810001,54.799999,55.16,572100,55.16
2015-04-16,56.540001,56.619999,55.919998,56.169998,614700,56.169998
2015-04-15,56.959999,57.139999,56.360001,56.689999,553300,56.689999
2015-04-14,57.389999,57.400002,56.630001,56.77,677700,56.77
2015-04-13,55.950001,57.310001,55.869999,57.310001,700100,57.310001
2015-04-10,55.919998,56.290001,55.549999,56.049999,511100,56.049999
2015-04-09,55.200001,56.220001,55.049999,55.549999,483000,55.549999
2015-04-08,55.00,56.330002,55.00,55.349998,622200,55.349998
2015-04-07,54.349998,55.400002,53.950001,55.00,558900,55.00
2015-04-06,53.470001,54.18,53.349998,53.98,717100,53.98
2015-04-02,53.27,54.200001,53.220001,54.029999,508000,54.029999
2015-04-01,53.57,53.75,52.900002,53.639999,544300,53.639999
2015-03-31,53.57,53.959999,53.150002,53.720001,637300,53.720001
2015-03-30,54.310001,55.049999,54.060001,54.060001,739100,54.060001
2015-03-27,53.77,54.57,53.599998,54.299999,566700,54.299999
2015-03-26,52.52,54.439999,52.52,54.029999,790800,54.029999
2015-03-25,54.650002,54.75,52.990002,53.41,691800,53.41
2015-03-24,54.299999,55.119999,54.150002,54.639999,534300,54.639999
2015-03-23,54.529999,54.66,54.07,54.27,569700,54.27
2015-03-20,55.68,55.75,54.610001,54.720001,1735100,54.720001
2015-03-19,55.580002,55.849998,55.130001,55.48,1062500,55.48
2015-03-18,55.349998,55.849998,55.00,55.32,471200,55.32
2015-03-17,54.84,55.52,54.459999,55.32,462700,55.32
2015-03-16,54.25,55.509998,53.990002,55.259998,670800,55.259998
2015-03-13,54.02,54.279999,53.50,54.099998,428500,54.099998
2015-03-12,53.75,54.450001,53.700001,54.169998,654500,54.169998
2015-03-11,53.119999,53.91,53.00,53.50,438000,53.50
2015-03-10,53.16,53.93,53.07,53.119999,696500,53.119999
2015-03-09,52.91,53.779999,52.810001,53.540001,614400,53.540001
2015-03-06,53.189999,54.099998,52.630001,52.91,627300,52.91
2015-03-05,53.32,53.459999,52.880001,53.23,489300,53.23
2015-03-04,52.50,52.91,51.849998,52.900002,656400,52.900002
2015-03-03,54.169998,54.169998,52.560001,52.639999,838000,52.639999
2015-03-02,52.610001,53.950001,52.029999,53.75,1228500,53.75
2015-02-27,54.119999,54.310001,52.25,52.310001,1734300,52.310001
2015-02-26,53.599998,54.540001,53.470001,54.220001,614100,54.220001
2015-02-25,55.00,55.18,53.529999,53.57,951800,53.57
2015-02-24,55.939999,57.689999,53.860001,54.049999,3288100,54.049999
2015-02-23,52.509998,56.00,52.50,55.459999,2130400,55.459999
2015-02-20,51.959999,52.349998,51.720001,52.240002,609700,52.240002
2015-02-19,51.880001,52.200001,51.709999,51.799999,621500,51.799999
2015-02-18,51.919998,52.419998,51.549999,51.900002,927500,51.900002
2015-02-17,51.509998,52.490002,51.189999,51.919998,729000,51.919998
2015-02-13,52.50,52.889999,52.150002,52.209999,925600,52.209999
2015-02-12,52.52,53.150002,52.139999,52.240002,828800,52.240002
2015-02-11,53.25,54.689999,51.84,52.470001,1348700,52.470001
2015-02-10,52.00,53.549999,52.00,53.130001,1009100,53.130001
2015-02-09,51.439999,51.700001,50.77,51.540001,799200,51.540001
2015-02-06,51.439999,52.130001,51.119999,51.740002,1032200,51.740002
2015-02-05,50.529999,51.189999,50.060001,50.880001,741400,50.880001
2015-02-04,49.400002,50.740002,49.349998,50.529999,882000,50.529999
2015-02-03,50.18,50.279999,49.349998,49.450001,806700,49.450001
2015-02-02,50.349998,51.330002,49.82,50.029999,1493000,50.029999
2015-01-30,49.779999,51.400002,49.380001,50.349998,1940500,50.349998
2015-01-29,48.490002,50.380001,48.27,49.900002,1722800,49.900002
2015-01-28,46.950001,50.650002,46.950001,48.41,3463300,48.41
