Date,Open,High,Low,Close,Volume,Adj Close
2014-03-07,36.400002,36.50,35.860001,35.93,767100,35.93
2014-03-06,36.34,36.50,36.060001,36.34,1032500,36.34
2014-03-05,35.639999,36.200001,35.099998,36.16,714800,36.16
2014-03-04,35.439999,35.98,35.09,35.639999,789700,35.639999
2014-03-03,35.860001,35.900002,34.869999,35.060001,1079500,35.060001
2014-02-28,36.439999,36.759998,36.099998,36.169998,697900,36.169998
2014-02-27,36.400002,36.810001,36.029999,36.619999,685500,36.619999
2014-02-26,35.77,36.880001,35.77,36.43,671300,36.43
2014-02-25,36.150002,36.540001,35.740002,35.77,521900,35.77
2014-02-24,36.50,36.799999,36.029999,36.16,597700,36.16
2014-02-21,37.16,37.23,36.470001,36.50,769700,36.50
2014-02-20,35.700001,37.400002,35.700001,37.23,1473700,37.23
2014-02-19,35.57,36.18,35.32,35.73,859200,35.73
2014-02-18,36.00,36.07,35.200001,35.310001,928400,35.310001
2014-02-14,34.439999,35.439999,34.150002,35.41,970200,35.41
2014-02-13,34.310001,34.77,34.049999,34.400002,858800,34.400002
2014-02-12,34.50,34.98,34.080002,34.139999,805100,34.139999
2014-02-11,33.009998,34.75,33.009998,34.32,1467700,34.32
2014-02-10,33.369999,33.68,32.889999,32.889999,914500,32.889999
2014-02-07,33.490002,33.490002,33.049999,33.27,973000,33.27
2014-02-06,32.849998,33.41,32.849998,33.23,1054200,33.23
2014-02-05,33.150002,33.279999,32.810001,32.849998,1332800,32.849998
2014-02-04,33.349998,33.560001,33.16,33.299999,1592200,33.299999
2014-02-03,34.240002,34.240002,33.060001,33.349998,2676500,33.349998
2014-01-31,33.560001,34.169998,33.259998,34.169998,1384500,34.169998
2014-01-30,34.75,34.91,33.709999,33.91,2308500,33.91
2014-01-29,33.50,34.060001,32.709999,33.470001,4215200,33.470001
2014-01-28,34.09,35.25,34.00,35.23,1172600,35.23
2014-01-27,34.93,35.040001,33.82,34.09,2415400,34.09
2014-01-24,34.619999,34.900002,34.25,34.880001,1075600,34.880001
2014-01-23,35.50,35.50,34.23,34.619999,1014200,34.619999
2014-01-22,34.50,34.810001,34.50,34.68,996500,34.68
2014-01-21,35.50,35.709999,34.599998,34.639999,925100,34.639999
2014-01-20,35.400002,35.450001,34.82,35.099998,273900,35.099998
2014-01-17,35.669998,35.77,35.27,35.419998,834200,35.419998
2014-01-16,35.049999,35.84,35.00,35.59,1245500,35.59
2014-01-15,34.48,35.080002,34.439999,34.869999,1726900,34.869999
2014-01-14,34.389999,34.709999,34.330002,34.400002,2209300,34.400002
2014-01-13,34.400002,35.369999,34.310001,34.360001,1819000,34.360001
2014-01-10,35.299999,35.66,33.98,34.369999,4225800,34.369999
2014-01-09,34.450001,35.790001,34.43,35.25,2016300,35.25
2014-01-08,34.650002,34.830002,34.43,34.459999,2670400,34.459999
2014-01-07,34.799999,35.00,34.16,34.560001,1443600,34.560001
2014-01-06,34.950001,35.110001,34.52,34.799999,1466700,34.799999
2014-01-03,35.00,35.48,34.959999,34.959999,1192100,34.959999
2014-01-02,35.50,35.59,34.400002,34.900002,960800,34.900002
